residentId, residentAssignment, partnerId, partnerAssignment, residentAssignmentLocation, residentAssignmentRank, residentInitialPreferences, residentFinalPreferences, hasPartner, isAnchorPartner, partnerAssignmentLocation, partnerAssignmentRank, partnerInitialPreferences, partnerFinalPreferences
R168, NO_MATCH, R74, NO_MATCH, -1, 2147483647, H41 H77 H70 H56 H19 H87 H69 H8 H46 H47 H98 H11 H43, H41 H77 H70 H56 H19 H87 H69 H8 H46 H47 H98 H11 H43, true, false, -1, 2147483647, H43 H56 H41 H11 H19 H69 H98 H50 H91 H71 H82 H70 H67 H62 H54, H43 H56 H41 H11 H19 H69 H98 H50 H91 H71 H82 H70 H67 H62 H54
R169, H65, R78, H23, 4, 6, H75 H51 H19 H13 H4 H14 H65 H44 H58 H72 H20 H27 H21 H30 H53, H75 H51 H19 H13 H4 H14 H65 H44 H58 H72 H20 H27 H21 H30 H53, true, false, 3, 6, H43 H75 H5 H4 H19 H17 H23 H89 H14 H15 H13 H51 H21 H65, H43 H75 H5 H4 H19 H17 H23 H89 H14 H15 H13 H51 H21 H65
R170, H27, NA, NA, 7, 1, H28 H27 H34 H36 H4 H35 H13 H73 H80 H49 H68 H8 H39 H43 H71, H28 H27 H34 H36 H4 H35 H13 H73 H80 H49 H68 H8 H39 H43 H71, false, NA, NA, NA, NA, NA
R171, H72, R39, H4, 7, 10, H4 H77 H47 H70 H98 H2 H87 H92 H14 H95 H72 H53 H99 H93 H27, H4 H77 H47 H70 H98 H2 H87 H92 H14 H95 H72 H53 H99 H93 H27, true, false, 8, 10, H17 H70 H57 H98 H47 H2 H39 H87 H77 H63 H4 H45 H71 H25, H17 H70 H57 H98 H47 H2 H39 H87 H77 H63 H4 H45 H71 H25
R172, H6, NA, NA, 6, 0, H6 H73 H46 H5 H16 H20 H77 H35 H7 H26 H11 H40 H64 H91 H53, H6 H73 H46 H5 H16 H20 H77 H35 H7 H26 H11 H40 H64 H91 H53, false, NA, NA, NA, NA, NA
R173, H77, NA, NA, 5, 1, H2 H77 H68 H41 H18 H52 H43 H5 H33 H92 H93 H38 H60 H74 H79, H2 H77 H68 H41 H18 H52 H43 H5 H33 H92 H93 H38 H60 H74 H79, false, NA, NA, NA, NA, NA
R174, H50, R145, H0, 9, 11, H0 H47 H87 H60 H88 H80 H92 H28 H35 H15 H57 H50 H29 H34 H53, H0 H47 H87 H60 H88 H80 H92 H28 H35 H15 H57 H50 H29 H34 H53, true, false, 9, 11, H9 H87 H59 H65 H64 H47 H80 H16 H88 H92 H60 H0 H37 H18, H9 H87 H59 H65 H64 H47 H80 H16 H88 H92 H60 H0 H37 H18
R175, NO_MATCH, R112, NO_MATCH, -1, 2147483647, H26 H86 H77 H6 H12 H73 H36 H66 H31 H8 H58 H47 H59 H98 H27, H26 H86 H77 H6 H12 H73 H36 H66 H31 H8 H58 H47 H59 H98 H27, true, false, -1, 2147483647, H17 H85 H36 H73 H57 H6 H26 H86 H38 H87 H12 H84 H77, H17 H85 H36 H73 H57 H6 H26 H86 H38 H87 H12 H84 H77
R176, H39, R27, H28, 5, 0, H39 H13 H76 H51 H17 H61 H75 H83 H70 H45 H6 H4 H94 H91 H73, H39 H13 H76 H51 H17 H61 H75 H83 H70 H45 H6 H4 H94 H91 H73, true, false, 4, 0, H28 H39 H17 H57 H75 H33 H13 H71 H51 H61 H20 H76 H25, H28 H39 H17 H57 H75 H33 H13 H71 H51 H61 H20 H76 H25
R177, H41, R121, H54, 7, 7, H16 H15 H76 H85 H40 H81 H30 H41 H50 H87 H59 H10 H26 H42, H16 H15 H76 H85 H40 H81 H30 H41 H50 H87 H59 H10 H26 H42, true, false, 1, 7, H15 H41 H42 H26 H10 H50 H85 H54 H53 H88 H77 H64 H66 H51 H75, H15 H41 H42 H26 H10 H50 H85 H54 H53 H88 H77 H64 H66 H51 H75
R178, H63, NA, NA, 0, 1, H67 H63 H29 H85 H72 H17 H62 H99 H26 H77 H60 H98 H4 H32 H54, H67 H63 H29 H85 H72 H17 H62 H99 H26 H77 H60 H98 H4 H32 H54, false, NA, NA, NA, NA, NA
R179, NO_MATCH, R138, NO_MATCH, -1, 2147483647, H65 H23 H28 H72 H75 H4 H64 H99 H55 H58 H69 H11 H66 H59 H57, H65 H23 H28 H72 H75 H4 H64 H99 H55 H58 H69 H11 H66 H59 H57, true, false, -1, 2147483647, H28 H81 H59 H93 H64 H46 H44 H72 H65 H83 H34 H4 H75 H23, H28 H81 H59 H93 H64 H46 H44 H72 H65 H83 H34 H4 H75 H23
R180, H7, NA, NA, 3, 1, H9 H7 H26 H87 H79 H24 H10 H39 H48 H86 H35 H83 H77 H55 H53, H9 H7 H26 H87 H79 H24 H10 H39 H48 H86 H35 H83 H77 H55 H53, false, NA, NA, NA, NA, NA
R181, H90, R76, H79, 0, 2, H8 H6 H90 H99 H7 H38 H98 H84 H55 H44 H1 H2 H31 H60 H71, H8 H6 H90 H99 H7 H38 H98 H84 H55 H44 H1 H2 H31 H60 H71, true, false, 1, 2, H90 H38 H79 H75 H8 H56 H80 H98 H99 H48 H77 H45 H7 H6, H90 H38 H79 H75 H8 H56 H80 H98 H99 H48 H77 H45 H7 H6
R182, H30, NA, NA, 0, 1, H69 H30 H11 H85 H67 H54 H46 H70 H77 H13 H61 H87 H80 H16 H96, H69 H30 H11 H85 H67 H54 H46 H70 H77 H13 H61 H87 H80 H16 H96, false, NA, NA, NA, NA, NA
R183, H38, NA, NA, 9, 4, H78 H71 H74 H55 H38 H42 H17 H91 H12 H69 H27 H58 H0 H36 H84, H78 H71 H74 H55 H38 H42 H17 H91 H12 H69 H27 H58 H0 H36 H84, false, NA, NA, NA, NA, NA
R184, H80, R197, H25, 5, 0, H80 H25 H51 H1 H92 H28 H95 H70 H74 H0 H41 H72 H58 H39, H80 H25 H51 H1 H92 H28 H95 H70 H74 H0 H41 H72 H58 H39, true, false, 7, 0, H25 H1 H51 H28 H95 H72 H74 H90 H38 H33 H17 H64 H93 H82 H97, H25 H1 H51 H28 H95 H72 H74 H90 H38 H33 H17 H64 H93 H82 H97
R185, H46, NA, NA, 2, 1, H37 H46 H28 H41 H18 H50 H14 H27 H40 H90 H79 H33 H47 H9 H65, H37 H46 H28 H41 H18 H50 H14 H27 H40 H90 H79 H33 H47 H9 H65, false, NA, NA, NA, NA, NA
R186, H29, NA, NA, 8, 1, H88 H29 H0 H11 H81 H63 H33 H21 H42 H69 H40 H17 H31 H18 H75, H88 H29 H0 H11 H81 H63 H33 H21 H42 H69 H40 H17 H31 H18 H75, false, NA, NA, NA, NA, NA
R187, H32, R30, H3, 0, 12, H52 H30 H90 H40 H85 H67 H83 H23 H78 H38 H7 H37 H32 H6, H52 H30 H90 H40 H85 H67 H83 H23 H78 H38 H7 H37 H32 H6, true, false, 7, 12, H37 H78 H30 H40 H85 H90 H83 H61 H19 H57 H81 H67 H3 H17 H8, H37 H78 H30 H40 H85 H90 H83 H61 H19 H57 H81 H67 H3 H17 H8
R188, H83, NA, NA, 2, 0, H83 H75 H67 H81 H91 H43 H48 H21 H57 H11 H45 H50 H9 H26 H65, H83 H75 H67 H81 H91 H43 H48 H21 H57 H11 H45 H50 H9 H26 H65, false, NA, NA, NA, NA, NA
R189, H55, NA, NA, 8, 4, H71 H44 H21 H78 H55 H39 H46 H11 H12 H66 H61 H54 H20 H31 H47, H71 H44 H21 H78 H55 H39 H46 H11 H12 H66 H61 H54 H20 H31 H47, false, NA, NA, NA, NA, NA
R190, H83, R70, H38, 2, 8, H12 H18 H80 H38 H78 H70 H58 H73 H83 H62 H17 H43 H2 H19 H82, H12 H18 H80 H38 H78 H70 H58 H73 H83 H62 H17 H43 H2 H19 H82, true, false, 9, 8, H2 H80 H58 H26 H59 H78 H60 H18 H38 H28 H48 H97 H12 H70, H2 H80 H58 H26 H59 H78 H60 H18 H38 H28 H48 H97 H12 H70
R191, NO_MATCH, R18, NO_MATCH, -1, 2147483647, H53 H73 H22 H48 H74 H28 H43 H17 H19 H4 H61 H46 H34, H53 H73 H22 H48 H74 H28 H43 H17 H19 H4 H61 H46 H34, true, false, -1, 2147483647, H4 H61 H73 H43 H48 H53 H34 H39 H60 H10 H91 H25 H54 H71 H46, H4 H61 H73 H43 H48 H53 H34 H39 H60 H10 H91 H25 H54 H71 H46
R192, H21, R79, H19, 0, 8, H68 H19 H23 H45 H29 H80 H65 H50 H21 H27 H6 H36 H73 H12 H30, H68 H19 H23 H45 H29 H80 H65 H50 H21 H27 H6 H36 H73 H12 H30, true, false, 2, 8, H66 H56 H90 H29 H31 H45 H23 H68 H19 H65 H86 H69 H80 H82, H66 H56 H90 H29 H31 H45 H23 H68 H19 H65 H86 H69 H80 H82
R193, H32, NA, NA, 0, 2, H40 H44 H32 H70 H64 H26 H53 H4 H45 H27 H61 H24 H68 H95 H52, H40 H44 H32 H70 H64 H26 H53 H4 H45 H27 H61 H24 H68 H95 H52, false, NA, NA, NA, NA, NA
R194, H89, NA, NA, 5, 1, H13 H89 H2 H97 H25 H77 H57 H16 H98 H55 H21 H70 H7 H51 H9, H13 H89 H2 H97 H25 H77 H57 H16 H98 H55 H21 H70 H7 H51 H9, false, NA, NA, NA, NA, NA
R195, H38, R82, H82, 9, 1, H19 H38 H51 H65 H82 H46 H77 H64 H55 H86 H59 H95 H37 H16, H19 H38 H51 H65 H82 H46 H77 H64 H55 H86 H59 H95 H37 H16, true, false, 0, 1, H46 H82 H65 H77 H51 H37 H38 H95 H19 H29 H24 H58 H3 H15 H80, H46 H82 H65 H77 H51 H37 H38 H95 H19 H29 H24 H58 H3 H15 H80
R196, H45, NA, NA, 3, 0, H45 H40 H85 H99 H43 H68 H93 H44 H58 H4 H18 H42 H82 H22 H86, H45 H40 H85 H99 H43 H68 H93 H44 H58 H4 H18 H42 H82 H22 H86, false, NA, NA, NA, NA, NA
R197, H25, R184, H80, 7, 0, H25 H1 H51 H28 H95 H72 H74 H90 H38 H33 H17 H64 H93 H82 H97, H25 H1 H51 H28 H95 H72 H74 H90 H38 H33 H17 H64 H93 H82 H97, true, false, 5, 0, H80 H25 H51 H1 H92 H28 H95 H70 H74 H0 H41 H72 H58 H39, H80 H25 H51 H1 H92 H28 H95 H70 H74 H0 H41 H72 H58 H39
R198, H86, R120, H73, 1, 3, H66 H46 H40 H86 H26 H85 H55 H27 H30 H75 H32 H50 H52 H80 H68, H66 H46 H40 H86 H26 H85 H55 H27 H30 H75 H32 H50 H52 H80 H68, true, false, 1, 3, H19 H18 H85 H73 H40 H76 H46 H77 H26 H53 H44 H86 H55 H66, H19 H18 H85 H73 H40 H76 H46 H77 H26 H53 H44 H86 H55 H66
R199, NO_MATCH, R107, NO_MATCH, -1, 2147483647, H23 H80 H83 H74 H8 H72 H42 H31 H11 H27 H65 H54 H10 H62, H23 H80 H83 H74 H8 H72 H42 H31 H11 H27 H65 H54 H10 H62, true, false, -1, 2147483647, H27 H83 H10 H80 H65 H31 H11 H38 H77 H82 H17 H47 H39 H97 H79, H27 H83 H10 H80 H65 H31 H11 H38 H77 H82 H17 H47 H39 H97 H79
